date_m,MKT,SMB,HML
2013-08,0.008996338189681487,0.036296780199201566,0.0015229022386170077
2013-09,0.04923564600138339,-0.027955451397301073,0.006444891021077551
2013-10,0.024516651739776234,0.023122494390598318,-0.029957516432760598
2013-11,0.037556650894104156,0.00956956414324301,-0.0072070746800104515
2013-12,-0.030867983964829347,0.02355283167604622,-0.043831332620137664
2014-01,-0.06706957916182754,0.08947040523340513,-0.099001423206622
2014-02,0.01763990263569076,0.023822539823390772,-0.035530166078670405
2014-03,-0.016041176685044473,-0.012139254362986051,0.04575746701492057
2014-04,-0.015040955768093275,-0.02206560852195605,0.04393739452177922
2014-05,0.040052429581265606,-0.01158124736346006,-0.02236658100393618
2014-06,0.017157709064287537,-0.009565217862809004,-0.010861258144898763
2014-07,0.07171225043491122,-0.025883694523692782,0.07422933859763411
2014-08,-0.004574370376129389,0.028849070384010352,-0.03039062954521772
2014-09,-0.06138589953626554,0.030683292902524733,0.0002950902753917489
2014-10,0.03421046114536462,-0.032289660316319496,-0.0052397962599265505
2014-11,0.010810720565371475,-0.021214817502080645,0.05470327089916568
2014-12,0.006105614669732631,-0.05241192456898022,0.05557342717664746
2015-01,0.004988986957168755,-0.02428445681122811,0.005716611512858159
2015-02,0.020266984742197156,-0.003119565611308009,-0.02468768482773847
2015-03,0.0159904975273184,0.04784436709877121,-0.0689503117098713
2015-04,0.15923923848781144,0.1231613584947609,-0.008638211159988751
2015-05,-0.02176792841783741,0.13085114514023843,-0.019253471884306157
2015-06,-0.057797603323892686,-0.0204186756684578,0.03886425747728762
2015-07,-0.10059178665146776,-0.04578409352094075,0.0010406037165786308
2015-08,-0.11695755493493716,-0.019487506210764352,0.002111719988712235
2015-09,-0.026191965466725652,0.04727329502345301,-0.017460002344225563
2015-10,0.08060666816854499,-0.006354101198185566,-0.002327397539246573
2015-11,-0.04097829402886692,0.03164130381890207,-0.04947606090779829
2015-12,-0.004720178366151618,0.012606334975826434,0.014637764920694827
2016-01,-0.12718776304489265,-0.0312913908810563,0.011483131525804574
2016-02,-0.02615984236564496,0.03222968435131265,0.009716785940983652
2016-03,0.10448170928629925,-0.03905471441177995,0.013600419040108669
2016-04,0.0024410000516736055,0.019253600902764817,0.017621133668405353
2016-05,-0.01714314762294445,-0.016530357859610594,-0.032121532206995325
2016-06,0.012646820314558964,-0.029876500567586006,0.04037801486252157
2016-07,0.036742801446407285,-0.0248965536336861,0.02744529294062694
2016-08,0.050823779472392555,0.002294508942381056,0.018093611274133975
2016-09,0.009744537240800901,0.024793314141940297,-0.010251469178652793
2016-10,-0.011994879353459886,0.01439080529717409,0.009626139578638816
2016-11,0.010065762501389977,0.018628636003971244,-0.006780135916548037
2016-12,-0.038570617120002364,0.004052198389313019,0.020316751652226173
2017-01,0.05084385020495478,-0.026928327881590764,0.011830190554493226
2017-02,0.026217147619660423,0.005714144449962218,0.058669626300490496
2017-03,0.012020679710268533,-0.008323883710097194,-0.016200199566066647
2017-04,0.00563425837588776,-0.009066860628878237,-0.013868751637184566
2017-05,0.03247988693047069,-0.04105933173318219,-0.021642061882201552
2017-06,0.00718188625338202,0.007777685937821457,0.0083905080482032
2017-07,0.05495747954785568,-0.035967031182562906,0.04115337848370769
2017-08,0.029202317593831684,-0.005444941281623681,-0.03411896598791274
2017-09,-7.04299424692089e-05,0.050885472303226605,-0.03607597153579314
2017-10,0.029999984873136844,-0.0038691068407981748,-0.011239390493482451
2017-11,0.008577020165328911,-0.03203681515992408,-0.0627214406050578
2017-12,0.02439826900554077,0.006984587359565017,-0.015626179365806837
2018-01,0.1083298114791641,-0.058336846017856166,0.040090279786431024
2018-02,-0.06859491460404049,0.04352685111882312,-0.034207334078903244
2018-03,-0.027183427998993627,0.01152676052852033,-0.015292551133870048
2018-04,0.01749723973080528,-0.01850884157300722,0.03209778665067737
2018-05,-0.002977161095307852,0.031746381833539165,-0.018319680360963955
2018-06,-0.06430009984158389,-0.003519353736736376,-0.015576442675813387
2018-07,-0.005096601211953046,-0.007020108385206667,0.011917007983897733
2018-08,-0.026661615674147748,-0.01720183766634752,0.0034120694648959726
2018-09,-0.004008407756943614,-0.030087450466008372,0.02968191890284429
2018-10,-0.10106476484750693,-0.009710877184115022,0.041844332506443455
2018-11,0.05719220922273864,-0.01829053073830609,0.001143813378145328
2018-12,-0.040305995870434576,0.007193440278749075,0.012196755625460472
2019-01,0.07794998019321811,-0.0425935408954761,0.03301569591539706
2019-02,0.03278680881217768,0.03412758289439216,-0.0073732295541922704
2019-03,0.007904337110487146,0.017682623776031595,-0.006481400284926903
2019-04,0.011183948564104616,0.013081276699971525,-0.0380896101203178
2019-05,-0.09072634395041021,0.004010055051130709,0.010541775357246444
2019-06,0.05187823201711573,-0.03998553905697401,-0.012972397373629835
2019-07,-0.021272260397448794,0.006651425514709812,-0.030500977919534256
2019-08,-0.06499590266224628,-0.004685333134959821,-0.012084987103225059
2019-09,0.012914033879713032,-0.008430516156469368,0.016481083236293784
2019-10,0.03011525204641835,-0.0225364774889414,-0.021520822785753464
2019-11,-0.018224633189763723,0.005942063873372981,-0.00482998253994696
2019-12,0.06833679415450539,-0.023542761404820922,0.00778916610967087
2020-01,-0.0736313674940094,0.023143493528977953,-0.05928170185873392
2020-02,0.0064130502720647145,0.015067997349978976,-0.04789965791512643
2020-03,-0.09075343768690257,-0.03288053404597123,-0.032916868200707355
2020-04,0.058180627542234284,-0.003796887333596899,-0.036367630660744846
2020-05,-0.03420114283430587,0.03502620069866932,-0.10993003129233397
2020-06,0.06538355163373001,0.03306292254656088,-0.02600357538678473
2020-07,0.06188319927205337,0.004425443529541273,-0.049298955217999374
2020-08,0.03628492080478549,0.006848987409692621,-0.04420092392009854
2020-09,-0.048939024681052774,0.009942500211403589,-0.024245940432023286
2020-10,0.03404679396844011,-0.04138066399546275,-0.0029663667758511383
2020-11,0.06208898237831687,0.00643971841093581,0.07548807499301603
2020-12,0.01801156382549217,0.023320823565533152,-0.03270725141261807
2021-01,0.05567421874488095,-0.00021568939923368585,-0.04727548156838343
2021-02,0.016040474631633456,0.06252772701505924,0.0489288221685691
2021-03,-0.030797639534780777,-0.004780152730857043,0.050357300029267554
2021-04,0.010272221006074507,0.05231119602918978,-0.0543458753860222
2021-05,0.00797137884237322,0.010013627151965094,0.009612947833450292
2021-06,-0.015056083823937756,0.03068784456787641,-0.0009066645455123234
2021-07,-0.10846361673841011,0.027382752401837226,0.055166002784587456
2021-08,0.00651568857885451,0.0096062496696196,0.031757327711559195
2021-09,-0.046840180468040456,0.0038648377755721927,0.03364413602244793
2021-10,0.01785861620209475,-0.02223745665246428,-0.027482040776743242
2021-11,-0.055022181592628484,0.03175270632112609,-0.020888011122115916
2021-12,-0.01374664541051147,-0.004494621231172023,0.0360498355071324
2022-01,0.0006477729225372497,-0.0768811681071929,0.13674125927913672
2022-02,-0.023355946242479303,-0.006604425784183578,-0.0037866158013897012
2022-03,-0.04862433764525883,-0.042685761170342305,0.07940726431105516
2022-04,-0.03858312848905954,0.008710084490994467,0.016992918280496865
2022-05,0.011113922711019375,-0.03333358075849868,0.01962841474039188
2022-06,0.03189131207929892,0.04678876789976037,-0.07677639215365564
2022-07,-0.0785254140400328,-0.021849793664586392,0.04257848192933179
2022-08,-0.010815233580372896,-0.007118379548492228,-0.032842123911821015
2022-09,-0.12622736275215105,-0.02354740930131978,0.02698974415590341
2022-10,-0.1384808009543431,0.029724091617447573,0.029007292874254853
2022-11,0.2564187199814698,0.008057386375644876,-0.01693604913686747
2022-12,0.05245201593314655,0.0420954354441377,-0.03224263954788695
2023-01,0.0965086313779429,-0.0006476690918378325,-0.041268588481640944
2023-02,-0.0822274875524994,0.03733068812605261,0.004417616857218552
2023-03,0.03098247241598459,-0.08339550746489843,0.00474375834202883
2023-04,-0.011442914529188887,-0.024081809242302847,0.053411307326147524
2023-05,-0.07987303151538225,-0.02013961187561951,0.037308780171432576
2023-06,0.03259350561459899,-0.0012396545646640063,-0.016787676209495485
2023-07,0.06518682843796321,-0.018726221024897467,-0.03841194112006125
2023-08,-0.08345930082689432,-0.01275412339510651,-0.02461916644333377
2023-09,-0.013584212779061,-0.01758330304940811,0.046834600737109905
2023-10,-0.052001049103664376,-0.00579233087345235,0.006977228274104859
2023-11,0.004100992487844547,0.022986332538702043,-0.01124564630741388
2023-12,-0.0019989829480925128,-0.017416038050918577,0.044000063208290356
2024-01,-0.07745114828373753,-0.06513432672745527,0.09098349655036088
2024-02,0.06712909302471425,0.012598964669341475,-0.024700386662990653
2024-03,0.007260517973179336,-0.03599553658700794,-0.015051756954335915
2024-04,0.06291812253594037,-0.030324150602955888,0.03543838225001485
2024-05,0.03238849833272679,0.009573220070136515,0.02607489807789066
2024-06,-0.010243897026510925,-0.03926046037095794,0.020548808527857156
2024-07,-0.025052012600626533,-0.016267498997468776,0.029044132785828885
2024-08,0.016639559213622524,-0.050559984791715175,-0.012730813066018528
2024-09,0.1610921205442475,0.044829143219030865,0.0023409605553922352
2024-10,-0.041579924712529456,0.01871946736865933,0.004601519934170874
2024-11,-0.03349795250450009,0.04270412965909331,-0.037477128344084246
2024-12,0.045416722188796124,-0.026412374573591472,0.0013363632041234752
2025-01,0.0006599489440578348,-0.022856125201511947,-0.0017908750062225857
2025-02,0.08840003943131504,-0.0044180371198010715,-0.08056583689018523
2025-03,0.02040166885880922,0.0007576261803867515,-0.028309899137647608
2025-04,-0.029877404679076826,-0.000449017479073683,-0.0022802336221035904
2025-05,0.06253319781874112,0.01602809012021956,-0.030672885133284873
2025-06,0.053153947256683695,0.006182409210393813,0.06006640750319839
2025-07,0.05643773934134835,0.046499793790612136,-0.013104186292598907
2025-08,0.031711045302218265,0.02598567459136232,-0.03310984970625369
2025-09,0.05771431332013767,-0.02919480136282233,-0.04679916864719502
